fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Aug,27,RAJASTHAN,2703,BIKANER,4654143,263.802904761421,30,399,8019.78125702999,2720,0,24999,3347194,1224994,204060,31064,4366,149.1228,16998.89905703,110670,153529,297756,562677,16,408231,769065,27719,8829.995,1772378,45,39.86,27.13,99.85,NA
2024-2025,Aug,27,RAJASTHAN,2707,BHARATPUR,2131411,210.557663413505,24,485,511.012594822,431,0,7221,1615044,450883,106857,22375,8198,92.3213,4003.932804322,66800,79644,177231,385562,2,378383,794889,7652,3400.5989095,1094647,42,12.78,47.46,99.86,NA
2024-2025,Aug,27,RAJASTHAN,2709,KARAULI,3436163,236.154731678779,26,211,2068.259068621,804,5,10629,1035848,261580,75181,237359,80904,132.08282,4646.545953621,38911,52349,171882,312202,4,252910,454547,11433,2446.204065,607490,41,27.59,56.43,100.87,NA
2024-2025,Aug,27,RAJASTHAN,2712,JAIPUR,2663971,205.569979425982,25,245,631.606544152,2187,16,8073,2160978,555107,106672,312085,60244,189.88244,5263.811014152,84706,89213,247340,444908,21,448447,803548,10260,4442.32203,1923378,36,24.42,59.36,99.9,NA
2024-2025,Aug,27,RAJASTHAN,2714,NAGAUR,7989110,226.065616045759,35,970,7819.685064901,4253,2,23361,11243345,3378427,309687,24739,2511,354.18844,33591.210643301,314944,369301,515873,1109719,21,644445,1377470,27614,25417.3371384,8298564,38,10.58,66.52,99.93,NA
2024-2025,Aug,27,RAJASTHAN,2717,BARMER,15440670,275.635746037341,45,903,11633.0575965761,33355,0,99361,13186726,1966786,179155,761611,70864,525.58149,48505.9696745761,287696,456373,581956,1109670,2527,682485,1297107,132716,36347.330588,7481148,91,75.83,9.24,99.93,NA
2024-2025,Aug,27,RAJASTHAN,2733,PRATAPGARH,7467591,207.339289266808,52,1280,2045.668993673,3785,1,37024,10935890,475700,22734,8494252,341248,83.73054,24803.796134673,209369,314732,251914,456574,15617,284668,509627,40809,22674.396601,6173798,73,41.82,29.21,98.93,NA
2024-2025,July,27,RAJASTHAN,2726,UDAIPUR,8111996,213.22927457449,35,602,3976.834997908,12667,6,28488,7566566,250626,28938,5678775,553187,296.05791,20407.026699908,214741,254802,379247,777812,1119,563754,1140527,41155,16134.133792,5468595,61,22,41.18,99.92,NA
2024-2025,July,27,RAJASTHAN,2733,PRATAPGARH,7213135,207.34133312066,50,1256,2045.668993673,3235,1,37058,10325712,455330,22702,7999799,340029,75.20381,23530.341718673,206331,308792,251075,455063,13391,283691,507753,40293,21409.468915,5848676,73,41.97,29.13,99.38,NA
2024-2025,July,27,RAJASTHAN,2707,BHARATPUR,1972278,210.42117007815,22,454,511.012594822,403,1,6850,1392454,396281,106549,19595,8166,77.4666,3518.497194422,61901,72998,176639,384236,0,378129,794259,7253,2930.0179996,959043,42,11.36,48.24,99.93,NA
2024-2025,July,27,RAJASTHAN,2716,JAISALMER,2179631,237.769527869291,38,292,3797.911427354,2637,0,19202,3516505,604389,39739,223246,15484,103.53465,12262.623413354,90175,120161,144723,257299,3,164221,290628,21839,8361.177336,2341457,31,20.82,60.34,99.81,NA
2024-2025,July,27,RAJASTHAN,2717,BARMER,15325449,276.903723976615,41,843,11615.4352265761,10692,1,101259,11112073,1646881,178775,633544,70696,472.8547,42858.0338745761,268367,423924,580702,1107174,798,680866,1293975,111951,30769.743948,6317517,91,75.89,9.61,99.98,NA
2024-2025,July,27,RAJASTHAN,2718,JALORE,3738594,210.212118229559,32,405,1778.426898764,1967,0,12543,3363998,1009908,116652,487283,58708,140.35992,8990.318271764,104484,116273,230840,454240,5,330435,647069,14510,7071.531453,2818553,60,27.87,51.51,99.96,NA
2024-2025,July,27,RAJASTHAN,2720,PALI,5520090,184.59826194297,28,361,1082.95489975,2335,2,9645,3854862,880473,137979,477518,56629,187.53791,8386.50106205,137143,146656,274550,601170,15,401218,864191,11980,7116.0082523,3255082,34,11.57,47.98,99.96,NA
2024-2025,July,27,RAJASTHAN,2723,BUNDI,3036162,213.008783451335,27,344,478.605952548,1698,1,8848,2637675,534728,75226,713277,97074,69.10517,6166.190551448,95424,112424,165160,377966,7,243087,555368,10546,5618.4794289,1814900,46,35.77,19.11,100,NA
2024-2025,July,27,RAJASTHAN,2701,SRI GANGANAGAR,3287226,208.732218980704,21,485,990.147177736,2146,0,13507,3428777,1998355,258279,8271,1473,93.51282,8240.622313736,159083,177105,259732,491831,3,320466,598250,15653,7156.962316,2351117,45,67.44,4.15,100.03,NA
2024-2025,July,27,RAJASTHAN,2702,HANUMANGARH,2635651,204.725677766999,23,272,813.567126825,1922,0,9650,2924567,1350128,173900,9225,1312,186.79203,6987.698769325,126586,136273,209108,436380,4,288241,595612,11572,5987.3396125,1950450,29,50.52,8.54,99.95,NA
2024-2025,July,27,RAJASTHAN,2705,JHUNJHUNU,1443259,199.567091837128,28,98,467.04495982,204,3,6230,649073,351309,70058,15751,4693,85.89679,1848.27785982,22879,24494,84261,165250,1,192046,361422,6434,1295.33611,436638,48,26.66,60.93,100,NA
2024-2025,July,27,RAJASTHAN,2710,SAWAI MADHOPUR,2021073,198.099290496406,23,167,448.589609021,1743,4,8041,1054822,255506,79702,235906,84419,95.78547,2633.969977021,45548,56888,164653,345915,27,265147,557348,9784,2089.594898,722171,71,30.55,50.96,99.94,NA
2024-2025,July,27,RAJASTHAN,2717,BARMER,15325449,278.684359036682,43,873,11618.5791965761,19504,1,100181,11902483,1774418,178928,688291,70757,472.8547,45261.7923545761,275932,436784,581160,1108065,1239,681171,1294569,119685,33170.358458,6754022,91,75.96,9.43,99.98,NA
2024-2025,July,27,RAJASTHAN,2719,SIROHI,4034881,199.242104452242,34,208,470.44884195,2433,0,6091,2816828,732982,71155,906558,95379,57.15119,6139.90741795,80836,89794,142980,289876,177,196786,391563,8524,5612.307386,2377797,47,29.98,55.35,99.99,NA
2024-2025,July,27,RAJASTHAN,2721,AJMER,9794965,192.314311625411,32,917,2492.15819819,2423,1,16472,9180888,1409162,114276,279354,23441,133.18633,20281.50608649,281915,305644,411465,732292,4,488588,867146,18895,17656.1615583,7513488,20,29.83,49.54,99.97,NA
2024-2025,July,27,RAJASTHAN,2724,BHILWARA,8901577,205.544181225487,30,1003,5788.149478011,2367,1,33541,10581558,1901132,149857,1341045,92561,323.02978,27860.956010011,342696,387279,476101,847374,23,529904,933867,35908,21749.776752,8346093,39,28.25,39.62,99.99,NA
2024-2025,July,27,RAJASTHAN,2730,KOTA,3305823,201.33849939354,35,445,234.592978408,759,1,7072,3277215,911848,68744,580041,43943,79.98115,6912.869631308,91127,109357,121866,247518,19,165410,328054,7831,6598.2955029,2313321,39,28.62,28.54,99.98,NA
2024-2025,Aug,27,RAJASTHAN,2702,HANUMANGARH,3859470,197.564517353737,33,338,819.019996825,2326,0,10249,4927325,2257736,174969,16286,1319,226.5208,10780.186651525,148481,162694,210698,439630,28,289044,597210,12575,9734.6458547,3314460,28,55.65,7.64,99.92,NA
2024-2025,Aug,27,RAJASTHAN,2708,DHOLPUR,1730411,232.932212514862,22,142,628.926691201,661,0,5813,729229,279329,83447,85985,22653,64.20193,2391.737865201,31907,38597,117346,238875,14,207387,413588,6474,1698.609244,447478,44,30.52,44.02,99.92,NA
2024-2025,Aug,27,RAJASTHAN,2710,SAWAI MADHOPUR,2238083,196.342828871411,24,181,448.589609021,2366,3,7619,1199595,289440,79803,269186,84619,105.106,2909.014367021,49030,61850,164963,346678,28,265361,557841,9985,2355.318758,808201,71,31.99,48.22,99.94,NA
2024-2025,Aug,27,RAJASTHAN,2711,DAUSA,1828161,203.211004082464,24,147,379.226840056,734,6,6822,1040303,248891,49643,322487,71591,82.74155,2575.978561856,43040,48484,123669,230524,3,215775,386823,7556,2114.0101718,870789,53,19.39,63.31,99.86,NA
2024-2025,Aug,27,RAJASTHAN,2717,BARMER,15440670,271.631295064864,47,922,11633.0575965761,33551,0,99486,13908979,2062337,179282,798994,70934,525.58149,49939.7788745761,295640,469863,582455,1110649,3417,682878,1297889,133037,37781.139788,7865387,91,76.28,8.99,99.95,NA
2024-2025,Aug,27,RAJASTHAN,2718,JALORE,4103317,206.99697090029,39,453,1787.299426864,2969,0,12513,4502691,1350931,117158,666107,58933,154.77973,11262.513135864,115441,129732,231791,456193,112,330901,648096,15482,9320.433979,3785259,59,31.05,48.95,99.97,NA
2024-2025,Aug,27,RAJASTHAN,2722,TONK,3026759,215.850375879455,35,374,709.848010335,1867,0,14777,2788660,578487,92265,593710,69749,252.42833,6981.609432335,79590,110588,194660,432090,551,295356,656012,16644,6019.333092,1705029,78,50.57,25.77,99.9,NA
2024-2025,Aug,27,RAJASTHAN,2724,BHILWARA,9319512,206.986781576812,32,1025,5788.149478011,3502,1,32960,11269559,2033961,149963,1414621,92644,342.06425,29456.711200011,347359,394677,476431,847998,58,530613,935200,36462,23326.497472,8853556,39,28.99,38.03,99.97,NA
2024-2025,Aug,27,RAJASTHAN,2725,RAJSAMAND,6231741,205.12543042408,38,830,1268.955033964,1218,0,8913,4956449,957880,65417,769954,61457,142.78683,11578.679208964,127472,137497,199376,368605,173,249411,453106,10131,10166.937345,4258060,28,23.29,63.22,99.99,NA
2024-2025,Aug,27,RAJASTHAN,2727,DUNGARPUR,9487361,215.951310669149,49,5226,4725.054608691,3495,0,30515,15548203,413730,20815,11542453,522727,247.93399,38549.536762691,316899,415969,363302,721055,5975,407519,799856,34010,33576.548164,11175043,30,14.18,53.73,99.96,NA
2024-2025,Aug,27,RAJASTHAN,2729,CHITTORGARH,3787310,213.236922105208,37,322,864.432140308,1073,0,8183,3758621,781449,68803,844081,68887,126.63652,9005.836394308,100211,121757,177577,343894,290,285464,535368,9256,8014.767734,2851479,42,27.87,54.01,99.89,NA
2024-2025,Aug,27,RAJASTHAN,2705,JHUNJHUNU,1740328,194.997868003953,32,121,467.04495982,297,3,6461,863041,469179,70351,20992,4714,110.64732,2260.60382982,26635,28637,84621,165962,5,192206,361740,6758,1682.91155,581152,48,28.17,60.38,99.99,NA
2024-2025,Aug,27,RAJASTHAN,2714,NAGAUR,7989110,225.620717354704,36,983,7834.082850701,4273,2,23701,11687189,3513719,309835,25315,2512,354.18844,34556.990951101,319336,375181,516311,1110517,89,644739,1377937,27974,26368.7196604,8611873,37,10.77,66.21,99.96,NA
2024-2025,Aug,27,RAJASTHAN,2719,SIROHI,4295883,200.019111633649,42,243,470.44884195,2786,0,6286,3711802,951697,71352,1173391,95544,75.35354,7970.11576795,87630,98188,143329,290601,553,196961,391971,9072,7424.313386,3136869,46,29.79,55.55,99.95,NA
2024-2025,Aug,27,RAJASTHAN,2727,DUNGARPUR,9487361,216.712296438949,49,5227,4735.150898691,3596,0,30476,15627744,416561,20818,11599940,522788,247.93399,38850.3277926911,317030,416302,363340,721141,6134,407562,799942,34072,33867.2429040001,11234453,30,14.3,53.57,99.98,NA
2024-2025,Aug,27,RAJASTHAN,2705,JHUNJHUNU,1740328,194.865093203347,32,121,679.285951167,297,3,6463,864293,470057,70357,21070,4714,110.64732,2474.138631167,26644,28648,84625,165972,5,192222,361775,6760,1684.20536,582032,48,28.19,60.32,99.99,NA
2024-2025,July,27,RAJASTHAN,2704,CHURU,2941802,197.829301648274,31,260,3782.177153082,1270,0,15430,4095558,1394324,158151,41189,4853,78.76037,11963.151313082,129860,158507,260462,518692,7,364726,716093,16700,8102.21379,2643359,58,49.21,38.07,99.88,NA
2024-2025,July,27,RAJASTHAN,2707,BHARATPUR,1972278,210.996754755581,22,453,511.012594822,376,1,6863,1376488,391487,106503,19513,8164,77.4666,3492.824204422,61507,72540,176553,384033,0,378122,794241,7239,2904.3450096,947790,42,11.25,48.21,99.93,NA
2024-2025,July,27,RAJASTHAN,2708,DHOLPUR,1584549,238.07165513105,20,113,628.926691201,505,0,5640,543534,209421,83187,62410,22591,53.29063,1976.217711201,26855,32151,116981,238075,1,207238,413234,6145,1294.00039,344395,44,26.03,49.49,99.93,NA
2024-2025,July,27,RAJASTHAN,2710,SAWAI MADHOPUR,2021073,199.774505849133,21,153,448.589609021,1664,5,8066,934583,223999,79611,211449,84260,95.78547,2411.433649021,42542,52739,164422,345395,1,265108,557248,9730,1867.05857,644768,71,29.65,52.3,99.93,NA
2024-2025,July,27,RAJASTHAN,2715,JODHPUR,6525173,216.653892363124,24,410,1908.691856491,1104,9,24770,3798438,785331,162915,134352,31278,570.34636,10708.501992491,153966,176335,439626,907626,28,588060,1212652,25874,8229.463776,2851465,69,25.93,52.39,99.88,NA
2024-2025,July,27,RAJASTHAN,2717,BARMER,15325449,278.235189324257,41,838,11607.9667565761,10003,1,101492,10984303,1623447,178757,625964,70681,472.8547,42643.0177045761,266733,421353,580628,1107039,684,680790,1293837,111495,30562.196248,6243224,91,76,9.62,99.98,NA
2024-2025,July,27,RAJASTHAN,2718,JALORE,3738594,212.622086198369,31,404,1778.426898764,1967,0,12538,3315840,995343,116639,479918,58697,140.35992,8968.995001764,103996,115720,230814,454169,5,330421,647016,14505,7050.208183,2776144,60,27.66,51.87,99.96,NA
2024-2025,July,27,RAJASTHAN,2719,SIROHI,4034881,200.70273589185,31,200,470.44884195,2387,0,5984,2497723,646546,71090,829592,95312,57.15119,5540.59842795,78370,86711,142880,289646,155,196710,391387,8371,5012.998396,2106802,47,30.24,54.86,99.99,NA
2024-2025,July,27,RAJASTHAN,2730,KOTA,3305823,202.060557987556,35,444,234.592978408,666,1,7075,3210663,894714,68720,565533,43916,79.98115,6802.057701308,90432,108282,121799,247386,6,165336,327918,7741,6487.4835729,2267308,40,28.24,28.33,99.98,NA
2024-2025,July,27,RAJASTHAN,2733,PRATAPGARH,7213135,206.230813858095,47,1237,2047.379093673,3064,1,36978,9727224,433223,22653,7522241,339092,75.20381,22183.116124673,203125,302482,250308,453791,11349,283472,507327,40042,20060.533221,5521282,73,41.58,29.03,99.18,NA
2024-2025,Sep,27,RAJASTHAN,2719,SIROHI,4457530,200.770117291564,42,245,792.386457454,2865,0,6321,3768728,968126,71391,1188158,95575,75.35354,8434.219623454,87965,98656,143365,290699,585,197027,392113,9186,7566.479626,3184554,46,29.94,55.48,99.95,NA
2024-2025,Sep,27,RAJASTHAN,2729,CHITTORGARH,3981652,213.943128775736,37,324,1547.66667347,1204,0,8140,3800087,788819,68820,852330,68908,126.63652,9804.32821747,100739,122541,177640,344005,333,285495,535443,9344,8130.025024,2875977,42,28.2,53.45,99.9,NA
2024-2025,Aug,27,RAJASTHAN,2707,BHARATPUR,2131411,209.395575762177,24,490,511.012594822,458,0,7270,1659687,460440,106920,22733,8203,92.3213,4078.645044322,67745,80946,177337,385789,2,378402,794952,7728,3475.3111495,1120463,42,13.04,47.38,99.89,NA
2024-2025,Aug,27,RAJASTHAN,2712,JAIPUR,2663971,205.51425493463,25,246,631.606544152,2208,16,8057,2182332,563546,106687,313538,60248,189.88244,5306.492334152,85093,89633,247376,444987,25,448470,803601,10265,4485.00335,1942667,36,24.54,59.29,99.91,NA
2024-2025,Aug,27,RAJASTHAN,2725,RAJSAMAND,6231741,208.162247123249,37,814,1268.955033964,1168,0,8845,4685929,904994,65379,718354,61410,142.78683,11166.076968964,124430,134028,199215,368304,122,249316,452921,10013,9754.335105,4021378,28,23.08,63.4,99.99,NA
2024-2025,Aug,27,RAJASTHAN,2727,DUNGARPUR,9487361,216.835218266598,48,5204,4724.402108691,3393,0,30473,15325547,407068,20802,11378910,522532,247.93399,38203.519386691,316187,414548,363151,720821,5484,407437,799757,33866,33231.183288,11011841,30,13.95,53.97,99.96,NA
2024-2025,Aug,27,RAJASTHAN,2701,SRI GANGANAGAR,3721242,178.848623796792,28,574,990.147177736,2681,0,14154,5244211,3054108,259585,13087,1497,104.72239,10474.068770236,182556,207004,261193,494727,30,321366,600092,16835,9379.1992025,3609053,43,67.32,3.79,99.94,NA
2024-2025,Aug,27,RAJASTHAN,2707,BHARATPUR,2131411,210.643982818267,24,500,511.012594822,459,0,7392,1692146,468028,106964,23244,8209,92.3213,4167.737624322,68401,81892,177454,386059,3,378428,795018,7851,3564.4037295,1138797,42,13.12,47.06,99.89,NA
2024-2025,Aug,27,RAJASTHAN,2721,AJMER,9998508,192.899041544446,33,929,2492.15819819,2599,1,16493,9669692,1475922,114361,293771,23443,144.64817,21289.54955649,286041,311220,411733,732874,10,489085,868211,19092,18652.7431883,7905357,20,29.24,49.37,99.93,NA
2024-2025,Aug,27,RAJASTHAN,2722,TONK,3026759,216.627023525361,34,373,709.848010335,1837,0,14799,2770882,574017,92251,590301,69732,252.42833,6964.755542335,79341,110177,194625,432020,533,295341,655980,16636,6002.479202,1695095,78,50.5,25.77,99.89,NA
2024-2025,Aug,27,RAJASTHAN,2726,UDAIPUR,8850019,210.148680631543,39,656,3976.834997908,14063,5,28977,8787045,291847,29055,6578455,554967,338.67294,22781.367071908,225026,269026,380451,780658,2249,564815,1143046,43040,18465.859134,6357562,61,23.03,40.36,99.85,NA
2024-2025,Aug,27,RAJASTHAN,2728,BANSWARA,12534987,214.609252759589,35,2671,4454.890325967,5531,2,37588,9431931,361258,29550,7623297,625861,433.74861,25130.435575867,263471,385917,383558,767339,4967,426701,843452,43119,20241.7966399,5667206,53,52.01,26.7,99.97,NA
2024-2025,Aug,27,RAJASTHAN,2733,PRATAPGARH,7467591,205.509737674259,52,1285,2045.668993673,3995,1,37179,11102456,483439,22759,8623140,341605,83.73054,24946.027734673,210115,316174,252186,457069,16531,284874,509986,41174,22816.628201,6259908,73,42.28,28.88,98.93,NA
2024-2025,Aug,27,RAJASTHAN,2704,CHURU,3145720,198.127711745395,36,300,3782.177153082,2198,0,15888,5310694,1760918,158808,54600,4873,87.86103,14391.994683082,144888,180096,262152,522074,33,365177,717065,18086,10521.9565,3388134,59,53.49,33.19,99.87,NA
2024-2025,Aug,27,RAJASTHAN,2711,DAUSA,1828161,205.742919736862,23,136,378.448230056,721,6,6799,1002515,239181,49590,310411,71500,82.74155,2523.793411856,42078,47302,123538,230278,2,215758,386792,7520,2062.6036318,840701,52,18.56,63.7,99.84,NA
2024-2025,Aug,27,RAJASTHAN,2712,JAIPUR,2663971,204.857190480853,25,246,631.854414152,2218,16,8072,2195785,567832,106697,314710,60252,189.88244,5319.960314152,85302,89870,247406,445048,26,448475,803612,10290,4498.22346,1954167,36,24.67,59.18,99.91,NA
2024-2025,Aug,27,RAJASTHAN,2716,JAISALMER,2672931,236.463001898998,47,338,3814.317687354,3003,0,19901,4777256,810340,39958,303192,15582,113.70235,15224.462983354,101485,137918,145612,258982,72,165007,292170,22904,11296.442946,3176015,32,21.03,60.81,99.79,NA
2024-2025,Aug,27,RAJASTHAN,2720,PALI,5877674,184.474831816293,32,394,1083.48824975,2682,2,9747,4722901,1099442,138300,572784,56722,203.99189,10000.04381635,146275,157384,275166,602407,48,401505,864620,12429,8712.5636766,3988327,35,14.28,47.52,99.94,NA
2024-2025,Aug,27,RAJASTHAN,2726,UDAIPUR,8850019,212.308580525309,38,651,3976.834997908,13988,5,28896,8627269,286290,29033,6462116,554733,338.67294,22631.940289908,223718,267156,380253,780260,2054,564804,1143019,42884,18316.432352,6240789,61,22.87,40.49,99.85,NA
2024-2025,Aug,27,RAJASTHAN,2729,CHITTORGARH,3787310,213.706034162609,37,321,864.432140308,1061,0,8173,3713241,773252,68778,830700,68868,126.63652,8926.488740308,99788,121112,177496,343746,176,285437,535324,9234,7935.42008,2821344,42,27.44,54.55,99.88,NA
2024-2025,Aug,27,RAJASTHAN,2730,KOTA,3365207,202.349044987486,36,456,234.592978408,1005,1,6996,3381118,938088,68809,599864,43968,90.2694,7166.522361308,91894,110825,122023,247822,73,165644,328514,8001,6841.6599829,2378806,39,29.28,28.51,99.96,NA
2024-2025,Aug,27,RAJASTHAN,2731,BARAN,2898091,209.997046363388,32,373,1046.709201619,1796,5,18014,3561474,778321,81893,993690,116167,157.26149,8682.96089861901,109335,152244,179007,404259,339,272697,606907,19810,7478.990207,2159093,72,11.04,58.16,99.93,NA
2024-2025,Aug,27,RAJASTHAN,2732,JHALAWAR,6028981,230.767994644685,34,606,4691.68319751,6614,0,22326,7240657,1571406,125198,1185847,88235,224.51357,21625.31572551,209255,293165,313464,580412,23,359167,655267,28940,16709.118958,4083876,47,37.72,39.93,99.97,NA
2024-2025,Aug,27,RAJASTHAN,2733,PRATAPGARH,7467591,206.217580995548,52,1282,2045.668993673,3984,1,37138,11012704,479989,22750,8549225,341399,83.73054,24839.531324673,209704,315418,252042,456817,16079,284851,509950,41122,22710.131791,6212538,73,42.09,29.07,98.93,NA
2024-2025,Aug,27,RAJASTHAN,2706,ALWAR,2287641,228.287775665437,22,314,657.7080436,1264,13,9418,1493341,529447,105170,220172,56739,102.61288,4169.4358756,65927,73590,196459,363758,9,322662,583514,10682,3409.114952,1150753,32,8.97,62.42,100.02,NA
2024-2025,Aug,27,RAJASTHAN,2715,JODHPUR,6733084,206.98043173363,29,486,1908.692656491,1201,9,25658,5503625,1138420,163428,198177,31354,594.17041,13894.289852491,187957,218240,440914,910349,64,588927,1214447,26859,11391.426786,4126021,68,27.71,51.3,99.84,NA
2024-2025,Aug,27,RAJASTHAN,2718,JALORE,4103317,206.949179862613,38,445,1787.299426864,2909,0,12514,4379754,1312996,117089,646091,58905,154.77973,11005.944139864,114153,128110,231660,455936,77,330865,648014,15423,9063.864983,3682035,59,30.61,49.24,99.96,NA
